id	filename	md5	size	state
dfc7216d-a42b-40a7-87fa-29b207fdcb66	TCGA-GN-A4U8-06Z-00-DX1.BD0E3D01-7FE9-40B6-9C80-63C83CB2E380.svs	451b90812e80d9bd24a69f99b6cd899c	2634576486	released
5f8f126b-d420-431a-b3d0-ddbedd3b9516	TCGA-GN-A267-01Z-00-DX1.6D5A4B3A-2A45-414A-B69D-D53265203017.svs	5448c542adfcedace8bb0b6c67908231	2920007589	released
dd5fab0a-adb5-4adf-a1f4-5c61f79b4372	TCGA-WE-A8K6-06Z-00-DX1.4729CA63-5901-4E06-A9C7-0EFA3551FC6A.svs	ad7d44a6febfcc1388f02e13da1d432d	1432606643	released
38aa6a17-b44d-4e2d-a5b2-5ccb7ad2a298	TCGA-FS-A1ZM-06Z-00-DX2.084DE89E-6D04-494E-8001-5E02A94F93B9.svs	dbaa9c0bdbf934688b7e30073d8e0157	2883609095	released
8e910f03-522d-4df8-9cd3-2752daea17ad	TCGA-YD-A9TB-01Z-00-DX1.ADAE3D3D-6721-4378-87DB-46F086CF65B1.svs	1ab154c8dd8d23ac9c2690f63891ba56	2693201099	released
21d8c9b3-6b8d-45dc-a22f-94c637d1b20c	TCGA-YD-A9TB-01Z-00-DX2.BFDBD5B4-486D-41B1-A123-DC1966D4BF52.svs	bdccfe52dac713770ccc5246e7b39385	2971711391	released
6c323174-e036-43ac-8586-8c718fa10d7b	TCGA-ER-A19N-01Z-00-DX1.8EE30DC5-C847-466A-8283-7AEF32EE0EB6.svs	bdea0dd80275c6e228042fd8942150a9	3094716205	released
442bad98-85eb-454d-81e0-bbef1a46e635	TCGA-GN-A265-01Z-00-DX1.BE90A07C-D871-49EC-ADE6-74EFBDF86EF7.svs	8e382b1121f5d007b2876460d9256b16	2050699575	released
42e32ac7-a4ff-43ab-a2af-88f29a50d4a2	TCGA-ER-A19M-01Z-00-DX1.7136F73C-8013-4A84-80C9-A7C9191BEBF1.svs	183ce7080d68fc264d80aac7e3950983	2950208951	released
930d620c-24ae-4f3b-9dd5-01cb08735763	TCGA-ER-A2NH-01Z-00-DX1.8E2DEC74-D875-4420-B572-A462F1016CAB.svs	a360461a11c4e6b352da42bb6d5025d4	2808067591	released
1d1917e3-2ba1-4f08-ae5f-58f7560b7ff1	TCGA-2G-AAHT-01Z-00-DX1.DE84E5DC-5B76-426D-84C9-55C3A2FCC6EF.svs	21db555439559e7634140732d28aa48c	2352802380	released
08a6eb75-0c83-4c4d-bed2-c44b406fa1a3	TCGA-ZM-AA0H-01Z-00-DX1.E70133AE-ECF5-4DDC-96C1-AF6FEFE6FB96.svs	aa89c7c49ace9b3d721a8897bdd6fd8c	2046433873	released
72f02b7c-e72c-49e5-b766-3cf4c5d97628	TCGA-XE-AAOL-01Z-00-DX1.41F340C6-7961-4F7E-AEE5-D33E818344E4.svs	e3b854aba727348f88956d2233f96f63	3305881519	released
2adb79e3-35c5-40a6-b8ae-d60ee8e2a966	TCGA-2G-AAH3-01Z-00-DX1.0016AC88-32F5-42C0-BC9E-90F409B130BF.svs	35ef2c9cdb99d4b68b7dbc07aae896e2	2521831992	released
5e1d2c32-418b-450d-a939-c4a8ae8856ac	TCGA-IB-AAUO-01Z-00-DX1.4970613D-F815-4FA1-B8BF-396007495ADA.svs	84b59a104b596098d668e7a55f1dbe16	2445575211	released
dee64a96-9071-4cbc-aa71-1afc9d03ff9f	TCGA-IB-A5SQ-01Z-00-DX1.790002F9-0B3B-44F6-A888-82E87FC78B73.svs	bb8461032e50ae8eb0b157aa1de05f64	2381369335	released
42fe37d8-0911-40a5-a84c-1da63271e95e	TCGA-2L-AAQA-01Z-00-DX1.F5FDD572-4689-437B-8721-2D750AAEBBDF.svs	a871a817139193bfc0a545fd90a1232b	3119076078	released
49611880-f137-48b4-a87a-5b5908b5c22f	TCGA-IB-A5ST-01Z-00-DX1.D594ABB6-4DC6-4778-91BF-C469F54A7DED.svs	6059d2810e07394f6b87e7cb6e79b3a9	1945756677	released
b74332d0-15bc-4657-8d83-958e7d7920d2	TCGA-XN-A8T5-01Z-00-DX1.317CFC78-4666-4F11-BCC4-B60F5E5EB78B.svs	658850029bd9ef38b069cf2158348127	2238660899	released
80475a4a-eb4b-41ff-8d25-ec5d569b14c1	TCGA-S6-A8JW-01Z-00-DX1.5E2CB65F-9CB4-43C8-8E58-462BB4F6CB8D.svs	e46cd1eb067e9a9d39ece351c81efe94	2369346939	released
c2e2c2c4-ba70-4895-ad82-a1962d7f92f4	TCGA-ZM-AA05-01Z-00-DX1.906300AF-5585-4921-9711-2F4C5C536CFE.svs	a377fba2ebdbe205240a96b315f340a1	2204322553	released
d788f8df-fb5c-4ece-bf3b-619eb700b299	TCGA-XE-AANJ-01Z-00-DX1.1EEA6573-B215-4D3D-8A58-E6E5B7D385E9.svs	07fe804f74731162e3e66c8198142608	2416400601	released
19d17eb4-dcf3-4689-bece-c1d198eeb685	TCGA-XE-AAO6-01Z-00-DX1.C4176415-F3D2-4E37-88F9-59F7656AB5E6.svs	72b7ba468a33d7c180bee8cf6ba7356d	2019654921	released
06060fe0-e5b8-4dc1-b712-3dd5a686c706	TCGA-XE-AAO4-01Z-00-DX1.B5F0CD14-B974-422F-9729-BE48BC91D06D.svs	e67236e66132ad9b6611d90b13703d3d	3011211799	released
d20f4cd8-9e5c-41a6-8ee1-a6d1997ecfc6	TCGA-SB-A6J6-01Z-00-DX1.2461C739-57AF-411A-9F7F-54CBCEA58E4B.svs	a0011f60afc3f04d0af7ab6a12c505e9	1644340950	released
ca2c7c88-9a07-4852-b258-1f3d2b95be36	TCGA-IB-A7LX-01Z-00-DX1.4F89C037-AC3D-4F99-A82D-A5483A081422.svs	3824d08a9b733fc5bb97da087abe5598	2289414513	released
2f2db151-88ed-4ddc-8497-1cdb8056f05e	TCGA-IB-7886-01Z-00-DX1.451DCD29-42FF-4A7C-885A-114F33ABCC06.svs	6992aa0ffd1ae77bfbfb64b4608407f2	2089470839	released
64ec0a7a-562b-4287-b50c-920c72285410	TCGA-IB-7897-01Z-00-DX1.86479ECF-CD39-4F98-9ADD-9E5235619570.svs	16c1f7f1c4474a9169f6618a5c6f02c3	2643367443	released
d3ddd242-4abf-4ffe-8484-a1d062fd7eec	TCGA-IB-7887-01Z-00-DX1.2C5FD9A8-2875-40E3-9F1D-83CAB93939D5.svs	26a4a339c98e54a9162f301c5f00fa57	2749426179	released
9aa83d09-fcb9-4b78-9e1b-c2dbdf13098a	TCGA-IB-A6UF-01Z-00-DX1.B5DE2588-B9C6-4F63-8784-A5599626D605.svs	bd7abc36f6ca0b29912a6b5d1538571d	2058907311	released
e59fe4c1-8642-43ba-a851-c824b7850c02	TCGA-AX-A063-01Z-00-DX1.C47A3AB4-3D88-4338-87BE-AC7EBFDE9205.svs	263b564f3d4b2a1bafe3f740e897d4d9	2355834988	released
caa2c4ad-abf2-4a69-b570-dc2e6406c9ea	TCGA-G6-A8L8-01Z-00-DX1.32E022BA-9959-4E2F-9D9D-AEEB5B7E7E9F.svs	8ba15d6585342165fab14c3c4f2025d8	1857519329	released
bd8200ce-647d-422d-b7b5-7efebab26db1	TCGA-MM-A564-01Z-00-DX1.F8F976F5-500F-4B3F-BF0E-EC3D126AF7D3.svs	cbff611717afecf16e620be48c80d7df	2532363537	released
c0440270-f33e-4f7e-b824-3f3463a875c4	TCGA-G6-A8L7-01Z-00-DX1.6EE9797B-5DBA-48D9-A62A-9C9791CC54AE.svs	78896f20bdc164bed0b3c69680679903	1745759691	released
a962e608-7248-4d14-81ec-9d324087925d	TCGA-6D-AA2E-01Z-00-DX1.81E7420E-9C8B-4076-A604-F2B2AD3340D5.svs	46a7223f2ba0cda41c5f64cacda64de0	1494232771	released
b888267e-24e0-4946-a09e-82db8f1d7d13	TCGA-BS-A0V4-01Z-00-DX1.7782C888-31D9-4D99-8B61-56CB525B2718.svs	eb6d6d00374971dcd18f81ef2082ca3e	2761285169	released
cc9b1e7b-e4ac-4c64-9642-552c97ff64ae	TCGA-B5-A11J-01Z-00-DX1.8BD1392A-B5C1-4BE8-A04F-593417AF7B70.svs	f64a7339b6de462650c390f77cd96609	2551746507	released
07110cb3-30a8-4d77-8e36-bb545ffe1ace	TCGA-AX-A060-01Z-00-DX2.24E305A1-4F4D-42DF-ABBF-1CE6ADCE4FA5.svs	2f7ddf5be52c5ba4aa8197ccc2e53717	2547171806	released
aa3ee406-6311-4f9a-813c-c5e49e64ae79	TCGA-BS-A0TA-01Z-00-DX1.7D482D06-2D30-4C64-9265-C596FDE1B88F.svs	22143f54401f29fea63216dd4ff13749	2871946217	released
1c805bc7-e339-4849-b46b-018c5fd10fdc	TCGA-B8-A54F-01Z-00-DX1.7C46D299-64F5-42C0-8226-A1AB4FF5C879.svs	da837c76032549c6c9a62b1047dce739	1697443720	released
e1eacc00-f275-470a-9f09-bd61b1bc6d8d	TCGA-AX-A05S-01Z-00-DX2.5B5A8CD0-2DCE-47F0-AC68-CF459FB922CF.svs	8d5a86116bef4a6be1d1413a9b04baf1	2677586124	released
7fd83f2d-0ce1-4b4c-aa32-beeada06188b	TCGA-AX-A1CP-01Z-00-DX1.48F69A91-A977-42AB-A102-1FEF5A506180.svs	ac40c68c74c861f83b5a0883858443e0	2405507898	released
e007a901-686f-484b-bb29-5dc9817a75bf	TCGA-AX-A05S-01Z-00-DX1.2C0EC24F-086C-4C96-9955-676D43996443.svs	8927ee7cb8d3da855ddd3f9324d2048f	1913864016	released
09952786-c688-4a97-96ef-c6607af9236c	TCGA-DI-A1BY-01Z-00-DX1.0ED757BE-AE66-442C-B3A1-5428C050D044.svs	b02ad52b76fd682948fc06aacde6a157	2254020941	released
e30b13c3-59fc-4f7f-98eb-eedb9409b6ad	TCGA-DJ-A1QH-01Z-00-DX1.20353932-D2BA-4A54-A1C1-834D0841606A.svs	dc84aa2636a65869b56994aa198c0493	1707334479	released
9245eabf-52ba-4a27-8cf6-55ebd2a9d670	TCGA-CZ-5460-01Z-00-DX1.369e0c80-f187-4e65-bf6b-e6e088fcc895.svs	4575c1904fab17a794ed1155e46816c3	1681951643	released
66585b8f-a69b-47bc-87ff-39598642354d	TCGA-CJ-4881-01Z-00-DX1.4B82DB9B-4A2B-47D4-8663-8AD218E3644A.svs	f30cd239ff22cc51c0b215bcf13ed155	1846353103	released
d5c2d833-7b07-4ab8-8a99-0edb40133387	TCGA-FY-A3NN-01Z-00-DX1.05A99BEA-DCB0-4358-8AF7-CC49ED8F71E1.svs	191f7fb89cfb003daf9e2f1e9d28e673	2495382452	released
e51285d3-e788-4e63-ada4-5ae6021b1470	TCGA-EL-A3CV-01Z-00-DX1.08D2DB43-A49B-42F9-B484-D7028E29DBE3.svs	c0b89f73a2ed024fbc4026a1938c7d1f	1962083281	released
22f84425-e634-4b74-8f5d-e4995190c8b8	TCGA-ET-A3DU-01Z-00-DX1.74661B7D-CB4A-42B4-983A-43BCD7B89D95.svs	93c2a38f3f95ac3fb629c33933d1d35c	2419307301	released
