id	filename	md5	size	state
60b7d8ef-d8cb-47d3-8f60-299c8c38cc69	TCGA-ET-A25G-01Z-00-DX1.379CE9E3-B8D5-4685-80F0-CF09389187B5.svs	527ad39070f80922bcaf140c21148714	2176040025	released
7d62fdf8-32e9-4a0b-ad59-c9ab27a3da69	TCGA-BJ-A45I-01Z-00-DX1.29C9DC34-228A-4712-A028-07A396B4D1BD.svs	cc0763f7e9758195e5e0e90638b27bc3	2086593927	released
0f7d92aa-ed58-44a3-8870-687611cef709	TCGA-IM-A420-01Z-00-DX1.B7087DD3-2A65-44A3-A814-5C7826690740.svs	37fcd69fff2a4e58e66ff9bb9553dc3b	2254340481	released
448cc762-8f01-4d09-999f-0aac3b291790	TCGA-4C-A93U-01Z-00-DX2.15B0C115-43F2-415E-AB24-315635E655AA.svs	a3e3499965b4219d3b6823d6aef41036	2561812783	released
36527b0f-7083-4984-9b4b-f44e138806cf	TCGA-BJ-A0Z2-01Z-00-DX1.A3B544CF-A1DE-4887-9CBA-69EE3486CDFD.svs	4b082bb754f396f72de637dfe14afd1b	1804572041	released
b62958a2-2e01-45c1-bead-529315539c22	TCGA-JY-A6FE-01Z-00-DX1.BB3951AD-AA8D-4B2A-86E5-E0C4AA90E7AC.svs	9cde75720c507be4cbdf5209ccdf2b72	2054300654	released
3016e7b9-5227-4791-99e6-0922b11732f0	TCGA-VR-A8Q7-01Z-00-DX1.A85EC6C9-A5F4-4497-BFA0-9FE10A0E9A37.svs	2af30027dd135206f74cc36d8a7b3216	2078533131	released
79878eb5-e1f5-4da6-bef9-3400e21e8408	TCGA-VR-AA7I-01Z-00-DX1.E6041279-0D79-4CDE-B983-44158247726D.svs	054234c54791563df35aeee0dc3aea51	2479252907	released
f91cce39-0599-4f8a-a96b-df7cae708a34	TCGA-2H-A9GO-01Z-00-DX1.A3AEE5BB-3825-49B4-8F7B-B2CB9015515A.svs	92febdee107d753e6f52fc91a6078738	2646810263	released
dc7d41c8-e80a-4fd6-b739-1730b905a5e2	TCGA-JY-A6FG-01Z-00-DX1.955E1D71-77E6-41A1-9283-949290A82DB4.svs	796aeea4139d63d6f1cf252a946d73fe	2535672318	released
1bb2b3ae-a04c-407e-a7f3-5f5250634978	TCGA-JY-A6FB-01Z-00-DX1.8BCAB739-0AEE-41C1-B45B-07C615677DBB.svs	59d06b653d3fae1312d9e4a4b711a4a2	2172083786	released
94fd228c-24c6-421c-a575-25c105d98b97	TCGA-VR-A8EP-01Z-00-DX1.90476E9D-D574-4559-A07E-B360360902C6.svs	d45f6e20b0f0efa9daf54e7f14a3d234	2034361473	released
314039ec-79b3-4ba2-9144-f595177b0af1	TCGA-L5-A4OI-01Z-00-DX1.1F7F53B3-17E7-48D2-AF41-51694EEB14F7.svs	81d451e4c69bfd3a483c0a8b604d27f6	2229825429	released
45781ab8-433d-43d7-bba7-cca54a3400f4	TCGA-VR-A8ER-01Z-00-DX1.E0C2826D-B269-4F75-B6CF-CAEA9D1D8F38.svs	d29bc08da461caf57c13306e8f517068	2115875315	released
fa423194-f9f0-4417-899f-1576b78e9a5f	TCGA-XP-A8T6-01Z-00-DX1.DCDFC952-BDFE-45AB-A50A-FC1F649E0B5E.svs	be1bd9fe9768fde7e5ab0d91671854d5	2825922393	released
8ca22ad5-3ad7-41a7-9b82-3a6273957751	TCGA-25-2409-01Z-00-DX1.34FFD6A9-4919-4DF5-8415-215CC833F12D.svs	61282c5deef8c960ccf52f259e827a7e	3432072424	released
2a7d579e-d730-4bd6-bb1e-1bd5a61c1f78	TCGA-25-1630-01Z-00-DX1.75C53351-1511-4CCE-97AC-1650010AC568.svs	c29d13c2189ed585c49f87e8940c96a9	2630508006	released
9bf353e2-3aff-4c0c-b666-b56045450bcd	TCGA-25-1322-01Z-00-DX1.20DA1932-908F-44E5-B2F2-43E41E06165B.svs	65a90daccbf42ccffcb0a376f445967a	3846321624	released
9e52db57-7c16-4815-b068-f5fb0721d05e	TCGA-25-1314-01Z-00-DX1.E01C2237-E2D6-4D84-9FB4-624734F30375.svs	2cdcf159fd5fb37b0edfbcc603d94cc4	2993836380	released
d1a7e4c8-0d91-46df-89cc-1db7f22bfd75	TCGA-25-1320-01Z-00-DX1.30C154CE-C75B-4815-BF05-7D011B761993.svs	3676956389b7df838d88431a65f5e252	4056272902	released
06bf471f-a488-4506-bc45-96e7e466bb85	TCGA-4Z-AA89-01Z-00-DX1.6DD89FC0-A062-41F1-AED3-FF8975FAADF3.svs	c7fb14ab81254e889722cf2f5bc0b1f1	2223713849	released
5ab83ef7-0f70-45a6-b8c9-531af068aa0c	TCGA-4Z-AA80-01Z-00-DX1.303549D2-42A5-46C4-AD9D-D72337B416E5.svs	479ffbad31a1ec591cf9caed213bce36	2047936249	released
a8143700-f0e4-4cbb-88a0-41fa455cef30	TCGA-2F-A9KT-01Z-00-DX2.A06896B2-FC9A-430D-8F59-C89EEA002C8B.svs	c3a1807b74f08475eb8af61563e7de6f	2739398130	released
5b4088fa-6828-4cd3-aedd-cbd6f07a2d9c	TCGA-K4-A5RH-01Z-00-DX1.8AA2FC59-CDA4-49F5-BAB7-B14B6792FAF8.svs	1d314985b0c5e2657ed1d46a090f4342	2568212732	released
d740293f-b501-4c77-9ed3-48b25621fbf8	TCGA-UY-A8OB-01Z-00-DX1.9DD447FB-44F0-4FFF-8293-9FF0D54A96A0.svs	08ee3fb1df1e0059aaffc47628d56497	2099836967	released
6b534d49-2c9c-40b2-b183-8ebcf189382c	TCGA-ZF-A9RF-01Z-00-DX1.948A32F2-EF55-44E8-BC52-6FCF4A3411BF.svs	09773fe84610e367e50497ac0f64c450	3186631951	released
b095c6c7-5408-469c-847d-d73e4b6483ad	TCGA-XF-A9SV-01Z-00-DX1.2ACAA181-2EFA-4E63-B692-D968BCC56031.svs	3fbee52771a0ffe0ee3522e63c08fc77	1919851523	released
14846abd-24d8-4394-b9dc-51a26e705a18	TCGA-BT-A3PK-01Z-00-DX1.0C10EB75-B766-47DB-8BD0-853F81074355.svs	e9832f1979aea1842edad5b1ff647347	2360529551	released
339ad859-ac98-4146-89f4-87a7dea7cf0a	TCGA-FD-A6TA-01Z-00-DX1.FC156A8A-B71C-46A3-B83F-99DB0FC41FC8.svs	76e03be67aec38c535cc507e1463d623	2184008303	released
4031ad6f-f307-4922-b431-8f4182336408	TCGA-23-2647-01Z-00-DX1.21E5D0D8-6BA8-4D49-BA70-EC228CF10387.svs	f65f6b0c355652effe1f9fa9c914727f	1932863803	released
5485be59-c306-49ac-aec8-fce97b81a638	TCGA-25-2398-01Z-00-DX1.3F0E9A15-DBC8-43A0-8C94-20B02757CD10.svs	7279557c5f03970ae4e3e70fb9919a35	1951490878	released
8b8300b2-ec9f-44e9-873d-f228f6dece1d	TCGA-XF-A9SJ-01Z-00-DX1.AED4FF1B-441D-47EE-B7E5-CC6C595D3D98.svs	a95ac1c496e5bc891d14c0ac4d591c7e	1980067759	released
4eb345c9-4444-40fb-934f-a84b73d0f4b9	TCGA-W5-AA2W-01Z-00-DX1.8EF8CC01-E6E2-4197-BDE7-6184D327A161.svs	af3460e9449aea83ce842d62c0aca1fd	2579540637	released
e45d7546-a95e-4d18-abd0-3b730be85b08	TCGA-W5-AA33-01Z-00-DX1.4A6B21B2-0EE4-4433-B67C-3C97E29A335F.svs	eb6a1f43ff328cb9c80706db2fb9be73	3570938382	released
c855ff6e-8760-43c3-a534-5aa312b59304	TCGA-3X-AAVB-01Z-00-DX1.E3ACE310-E861-488D-A1BC-8BF59AE1778E.svs	e7242ab84b84efd2a2d50926ce442338	2253075679	released
231d472e-74f6-4859-8154-299f3ea1021f	TCGA-W5-AA30-01Z-00-DX1.1B63C128-3C86-4ED2-9A26-15BB5E47D66A.svs	56f5ae4cac9279e3632ba787ed348848	2464012974	released
34125923-7f7a-4b51-bef5-538b3bf20498	TCGA-ZH-A8Y5-01Z-00-DX1.A7172CB3-474B-455E-8F62-DDE31CAA6783.svs	5040178b4f51e11e8438b0b93ad269a2	2349129544	released
b7e6d802-c0b3-4bdf-8fe4-f4c018ea58ed	TCGA-W6-AA0S-01Z-00-DX1.B8B9641D-CF45-42D1-A08C-898DCE0BEE09.svs	cf6f7fae71f2217d5d1529ef645aec17	3681051671	released
61efcba0-6d35-42c3-8093-5e25b1003fc3	TCGA-G8-6906-01Z-00-DX1.61bfad6c-4e24-414f-9bcf-18ce30d6a75e.svs	90af8af241bfefd619076668f9feaa91	1030688017	released
efc52991-f3d9-495c-9597-d883b478b09e	TCGA-GS-A9TW-01Z-00-DX1.D38BD003-8DF1-4740-B83D-3426B00EF686.svs	2725504824127f32123c791c904a2568	1370021319	released
164b1772-c07f-45a0-9462-b9df93861346	TCGA-FA-8693-01Z-00-DX1.7bef9346-e85d-44c2-aa85-1f5faca9f97e.svs	f1c0c678cefb4df913e88853952a7cff	935538577	released
8ebc0ce0-a61a-40b3-a547-8cece606d39b	TCGA-GS-A9TT-01Z-00-DX1.630224CC-8145-496E-8F9B-C6805C774FCB.svs	7af1d82d350880d8f8e3b6d16d23c92b	1451130351	released
39f71138-e9a2-40cd-b817-ade1f0239737	TCGA-RQ-A6JB-01Z-00-DX1.13EB389B-B463-4722-A074-5E9002B327C1.svs	f3b58e02af9856230ccdefb9611bdaa5	1779726073	released
5f87ff9b-e93a-42a5-a788-8e78c0d1fc2b	TCGA-FA-A4XK-01Z-00-DX1.650FD75C-6486-4593-812A-B3CB2B5316C0.svs	371dc4d22927e2b452072b5693d8a88f	2183158605	released
1a66846d-90a9-42bd-af12-6582b92908c4	TCGA-FA-A4BB-01Z-00-DX1.2BF28C5E-B2BE-4C0A-A369-BDE825EF32AD.svs	6d8914ca33c05566d7cb5a8c0feeafb8	1089784861	released
9b1f01ea-fd03-40df-ae42-b9e6bbf12f37	TCGA-R8-A6MO-01Z-00-DX5.3CFCEAB5-5D93-4545-836E-949896252732.svs	1750922cd6b6c3559772e8e9ee721418	2596189948	released
0d022510-067c-4cd3-b1b5-98eab8343fb9	TCGA-VM-A8CB-01Z-00-DX8.824FCA58-A9DE-4E3F-8DBC-B38C85A34375.svs	7693020f27f2cd63621eaf81c9040551	2174368515	released
3150c8b8-2578-4ebc-97dd-697a9ad19a9d	TCGA-VM-A8CB-01Z-00-DX5.E3E9FD68-DDFE-4AC2-B898-B888E4E127FF.svs	c23d35ca916cf765315a63545d084b29	2332909565	released
d914f31a-410c-4aa0-abc2-38132b8b3264	TCGA-R8-A6MO-01Z-00-DXB.874632D2-DD16-441A-927D-DF54C5ED35F2.svs	2a666c680e0c284d5427e41a8c154f75	2237966876	released
