id	filename	md5	size
e1eacc00-f275-470a-9f09-bd61b1bc6d8d	TCGA-AX-A05S-01Z-00-DX2.5B5A8CD0-2DCE-47F0-AC68-CF459FB922CF.svs	8d5a86116bef4a6be1d1413a9b04baf1	2677586124
aa3ee406-6311-4f9a-813c-c5e49e64ae79	TCGA-BS-A0TA-01Z-00-DX1.7D482D06-2D30-4C64-9265-C596FDE1B88F.svs	22143f54401f29fea63216dd4ff13749	2871946217
07110cb3-30a8-4d77-8e36-bb545ffe1ace	TCGA-AX-A060-01Z-00-DX2.24E305A1-4F4D-42DF-ABBF-1CE6ADCE4FA5.svs	2f7ddf5be52c5ba4aa8197ccc2e53717	2547171806
09952786-c688-4a97-96ef-c6607af9236c	TCGA-DI-A1BY-01Z-00-DX1.0ED757BE-AE66-442C-B3A1-5428C050D044.svs	b02ad52b76fd682948fc06aacde6a157	2254020941
5e0b7e05-d7f1-4b9f-9a39-5d7ab3cf1076	TCGA-BS-A0TI-01Z-00-DX1.288C15DF-9573-46E8-BB9E-F001F2F4F4F5.svs	46e6cccfc48888b5b0497a4c40b5ec53	3058214725
cc9b1e7b-e4ac-4c64-9642-552c97ff64ae	TCGA-B5-A11J-01Z-00-DX1.8BD1392A-B5C1-4BE8-A04F-593417AF7B70.svs	f64a7339b6de462650c390f77cd96609	2551746507
b888267e-24e0-4946-a09e-82db8f1d7d13	TCGA-BS-A0V4-01Z-00-DX1.7782C888-31D9-4D99-8B61-56CB525B2718.svs	eb6d6d00374971dcd18f81ef2082ca3e	2761285169
7fd83f2d-0ce1-4b4c-aa32-beeada06188b	TCGA-AX-A1CP-01Z-00-DX1.48F69A91-A977-42AB-A102-1FEF5A506180.svs	ac40c68c74c861f83b5a0883858443e0	2405507898
e59fe4c1-8642-43ba-a851-c824b7850c02	TCGA-AX-A063-01Z-00-DX1.C47A3AB4-3D88-4338-87BE-AC7EBFDE9205.svs	263b564f3d4b2a1bafe3f740e897d4d9	2355834988
